"","x","z","w","a","b","d","y","cluster"
"1",0.120768552147061,0.355145064898047,0.171279452288723,"-1","-1","-1",-0.0477260696305953,"1"
"2",0.234592909138231,1.72453736915555,1.19122112159736,"1","0","-1",2.01981962800802,"1"
"3",-0.545170483100754,0.690524315612637,-1.36856116094049,"-1","1","-1",-1.74718884249126,"1"
"4",1.1023331765233,1.59416576247293,-0.0764480782157159,"1","-1","-1",3.77012650113303,"1"
"5",-0.895947579912997,0.851786885782394,-0.810450614546436,"-1","0","-1",2.58201133464446,"1"
"6",-0.740547318686789,1.23750950803376,-0.00375350252819476,"1","1","-1",0.593242638034629,"1"
"7",0.326052286343817,1.06125177707551,1.65556507986379,"-1","-1","-1",-0.471629270132876,"1"
"8",0.297198651377866,0.0709568058290441,-0.955789113394642,"1","0","-1",1.18006241458923,"1"
"9",-0.626622051358201,-0.642850817959479,0.0414408992995835,"-1","1","-1",-2.67837498133619,"1"
"10",1.8492949336258,-0.0569851217259934,-0.806556290125783,"1","-1","-1",6.34580808735631,"1"
"11",0.375338499063981,-1.30280996467278,-0.803534928374471,"-1","0","-1",-0.397429906472263,"1"
"12",1.94765192420354,0.385195875648214,0.638878772933405,"1","1","-1",11.4511625090072,"1"
"13",-2.04942423435543,0.537970332075442,-0.429029551640367,"-1","-1","-1",4.5916645408978,"1"
"14",0.13423755133854,0.584509704652771,0.693653613357546,"1","0","-1",1.65791810929389,"1"
"15",-0.210778534613377,1.05238176786993,-0.316587082258707,"-1","1","-1",-2.78872436832682,"1"
"16",-0.698120975963451,-0.431281034243993,1.2350359397632,"1","-1","-1",-4.60074569172796,"1"
"17",0.414743457894249,0.521939736458714,-1.11340407756337,"-1","0","-1",-4.22508039878356,"1"
"18",1.78552399950959,0.0199024618338891,1.63481448550935,"1","1","-1",8.72686395389094,"1"
"19",-1.19577072774179,-0.236117802193991,0.278919379377368,"-1","-1","-1",1.41137081020058,"1"
"20",-1.00066665578034,-3.00695161234108,-0.248158239063474,"1","0","-1",-6.3717432333222,"1"
"21",-0.866232668961032,0.533399256836428,0.531819660201264,"-1","1","-1",-3.11535373321075,"1"
"22",-0.876393784829087,0.68000165167565,-0.312166724630197,"1","-1","-1",-3.41954677154503,"1"
"23",-0.96182698143727,0.0915349786696962,-1.15719695335978,"-1","0","-1",1.72215213463758,"1"
"24",0.419242191493954,-0.505382768031421,0.0855710033546221,"1","1","-1",1.85384159327872,"1"
"25",0.801358437204841,0.943435247358047,0.530909695079199,"-1","-1","-1",-0.823273319037482,"1"
"26",0.456944432311432,0.495594061989486,0.929801315420559,"1","0","-1",0.678661150116584,"1"
"27",-1.46061592505769,0.663509970329392,3.24544956302133,"-1","1","-1",-11.2813524820026,"1"
"28",0.374562402266177,-0.83657751193567,-0.638770908038826,"1","-1","-1",0.199662372144549,"1"
"29",1.57827785225415,0.601878646469354,-0.382479494595968,"-1","0","-1",-5.84499644674966,"1"
"30",0.557525993639077,-1.10749455766772,0.273650018949596,"1","1","-1",5.52904474804945,"1"
"31",1.11773566528538,0.565349175058173,1.00192723106886,"-1","-1","-1",0.00813304472971782,"1"
"32",1.28362482236816,0.0924512782362706,0.0275068473602569,"1","0","-1",6.20530345762114,"1"
"33",0.674318120246119,0.521928950729298,-1.3021985134932,"-1","1","-1",-5.99849704392643,"1"
"34",0.0468655905275897,0.229438574298969,-1.22348800486378,"1","-1","-1",-2.23579501523108,"1"
"35",-1.05630148028528,0.481823991804939,0.864826164633664,"-1","0","-1",-1.15416573379353,"1"
"36",0.440744059830214,-0.44037866955027,0.968672180668265,"1","1","-1",2.56076144076861,"1"
"37",-0.406429324252572,0.899698895552928,-1.00306487214868,"-1","-1","-1",0.189009223344698,"1"
"38",-0.408047639036064,0.913687106347821,1.45348017682687,"1","0","-1",-4.60277446645342,"1"
"39",-0.991265110659104,1.07066336841955,1.60271328652713,"-1","1","-1",-7.31768706340284,"1"
"40",1.31070739905726,-0.518607240973405,-1.49781950670271,"1","-1","-1",5.95630150901657,"1"
"41",0.834742724408383,1.17086510743974,1.5005838559424,"-1","0","-1",0.603893222126491,"1"
"42",0.082122193306064,-1.99631658777326,0.47190807360521,"1","1","-1",2.00192468881491,"1"
"43",-0.147679384431493,-0.316989869761392,1.33053416818836,"-1","-1","-1",1.21335514412791,"1"
"44",0.424243401580732,-1.96353898838434,-0.283958323920287,"1","0","-1",1.08356254630501,"1"
"45",0.332764546250596,0.716619093986695,0.384123666627852,"-1","1","-1",-4.95091445294564,"1"
"46",0.0649960149719807,0.250338014302033,-0.369522337488879,"1","-1","-1",-3.13137796242937,"1"
"47",1.23363813846439,-1.09400059554723,2.11446035712605,"-1","0","-1",-11.4131114364468,"1"
"48",0.153417004047803,-0.19089200331579,1.35549900369349,"1","1","-1",3.93858925719008,"1"
"49",0.798506057695573,1.37028687152723,-0.341319658350575,"-1","-1","-1",-2.27810791017689,"1"
"50",-0.136261516428866,1.23786937702957,-0.112577701783604,"1","0","-1",-1.11690637387358,"1"
"51",1.06862854572197,-0.513573196411587,-0.63112726188188,"-1","1","-1",-5.7352525123291,"1"
"52",1.58648374741473,-0.759808629090889,-0.158702792689269,"1","-1","-1",5.18149234640861,"1"
"53",0.621437800117921,1.27692676093063,-0.626375304907475,"-1","0","-1",-3.58326252639539,"1"
"54",-0.449245808005694,-1.07404026853219,-1.36632876182166,"1","1","-1",-2.19071441812845,"1"
"55",0.217611783564841,1.34508661680271,-0.935086118927628,"-1","-1","-1",-1.29177734139838,"1"
"56",-0.734305301575058,1.73792024038365,1.46405619660796,"1","0","-1",-9.04871165100332,"1"
"57",-0.717130491084094,0.748694569667718,-2.20073512190583,"-1","1","-1",1.22788129331679,"1"
"58",-0.268715284323588,1.68828646496658,0.875515673655965,"1","-1","-1",-4.73668314750623,"1"
"59",0.568015666774722,0.159000102191809,-2.37749298174659,"-1","0","-1",-4.12790576790321,"1"
"60",-0.325970130558614,-1.04115043620973,1.81607873470298,"1","1","-1",3.60874957040264,"1"
"61",1.48619267568057,1.90526211577216,0.399867825614645,"-1","-1","1",5.78673072788836,"2"
"62",-0.422408324084929,-0.996973290491282,-1.93870759302021,"1","0","1",-1.29329396023022,"2"
"63",-0.362159621278972,1.75413416177022,0.655279468766505,"-1","1","1",-0.964241549947216,"2"
"64",-1.00871446035835,1.59120207989464,-2.08060789710229,"1","-1","1",6.48607523713786,"2"
"65",-0.544268305956624,0.464372394759878,-1.08319890419738,"-1","0","1",3.24304319258208,"2"
"66",-1.98856958510773,-1.23702221502586,0.682228877608458,"1","1","1",-0.0150231604246229,"2"
"67",-1.7467252000574,0.63162680583269,1.07565910684206,"-1","-1","1",1.20149391497281,"2"
"68",-0.381378005597814,-0.60644494174326,0.837493060541584,"1","0","1",1.36944235871098,"2"
"69",-1.91140678967585,-1.57942126493228,1.60564424999407,"-1","1","1",17.7704352770302,"2"
"70",-0.945733309806735,0.873060098123399,0.105658214592945,"1","-1","1",-2.8108155605803,"2"
"71",-0.0140296682188908,-2.08610247028045,0.802200589719682,"-1","0","1",0.4835163568852,"2"
"72",-1.4800416741832,-0.475174419433367,0.355256055729355,"1","1","1",-1.26529603361398,"2"
"73",-2.50535932698444,-0.175812877695079,0.133906524658774,"-1","-1","1",8.55379638454242,"2"
"74",1.15534648834288,0.489408139612762,1.13449979747585,"1","0","1",7.28341069506795,"2"
"75",0.73203545888256,0.747567234433396,-0.263620430196238,"-1","1","1",-3.89899071921987,"2"
"76",-1.88922454500287,-0.658979652828483,-0.795917592930074,"1","-1","1",-11.9781737602914,"2"
"77",-0.901904151175621,0.300233754379944,1.77114289812354,"-1","0","1",1.0733851687893,"2"
"78",-1.2748237008167,0.384891483482871,-0.816398696438419,"1","1","1",-0.169827168904711,"2"
"79",2.74394998535824,0.0229392150433026,-0.16382075338944,"-1","-1","1",-2.22117559470491,"2"
"80",0.257526248543263,-1.69321704931993,0.293223401483164,"1","0","1",3.13684134266613,"2"
"81",-0.0305271031209031,-0.254743460729979,1.09430467411019,"-1","1","1",-1.91828876897654,"2"
"82",-0.527193015279182,1.24658593569115,-0.734242134623204,"1","-1","1",-0.530255712664467,"2"
"83",1.07121626928186,0.430865474905797,0.229473803590483,"-1","0","1",-2.85277090956169,"2"
"84",-0.325667533301187,0.511883048854585,-0.135138043471917,"1","1","1",2.65666171678592,"2"
"85",-0.325099760493717,0.304904856206561,-1.23968027273366,"-1","-1","1",2.69416520282786,"2"
"86",2.04267677999336,0.380712638554457,-0.303465513308909,"1","0","1",9.741538794606,"2"
"87",1.91201453356868,-0.56707789973064,0.0143359422533377,"-1","1","1",-4.12525048107268,"2"
"88",0.476869599591009,-0.527470017951039,1.03128434743844,"1","-1","1",1.70163837413164,"2"
"89",-1.4484268968303,0.750046069243612,0.0779301929245234,"-1","0","1",2.45758259017235,"2"
"90",0.352086738847364,1.14060352545875,5.74927242194434e-06,"1","1","1",5.94257303140592,"2"
"91",0.333498559075666,-1.13047449326112,-1.49685529637941,"-1","-1","1",2.96328116673597,"2"
"92",0.530792087375215,0.53803320081831,0.589861881524487,"1","0","1",2.89357259563394,"2"
"93",0.706978241717043,-0.0164707778103629,-0.474870809329515,"-1","1","1",-1.22660145743338,"2"
"94",0.22199369609573,-0.484033365935725,-1.06717582455268,"1","-1","1",2.79084662514712,"2"
"95",0.567948863389441,-0.00641868920091272,-0.00243878862028011,"-1","0","1",-0.490558974631413,"2"
"96",-0.96045263017631,-2.18713442958719,-0.222670430686144,"1","1","1",-0.202855295963473,"2"
"97",0.135403818054747,0.946696352777472,-0.864156238714278,"-1","-1","1",2.12689583233447,"2"
"98",1.87649734832111,0.784828038200381,-1.17020657830466,"1","0","1",5.77412271581269,"2"
"99",1.0084787915014,0.66360008154009,2.07026098496363,"-1","1","1",0.0482480479829086,"2"
"100",0.786892766510432,0.353843073122949,-1.39887555724374,"1","-1","1",3.19771942867666,"2"
"101",-1.04140403833961,-0.873284114558588,0.682345658246903,"-1","0","1",4.22694166937269,"2"
"102",0.933789950423353,1.19221454158214,-0.339474215654568,"1","1","1",6.5416505163765,"2"
"103",-1.93668447155117,0.783729953078344,0.304156989321515,"-1","-1","1",5.89236288120031,"2"
"104",-0.47303327552751,1.38907157594628,-0.710411009042508,"1","0","1",1.32405266823123,"2"
"105",-0.370046256519998,-0.263997211589448,1.42626819960128,"-1","1","1",-0.357297957827375,"2"
"106",0.276324313652984,0.956480464592885,-1.18358598479842,"1","-1","1",0.894376466592737,"2"
"107",-0.938219999906882,-0.11975324109862,0.950726308026867,"-1","0","1",3.6156145290886,"2"
"108",0.346164873798219,-0.640815609371502,-0.0725935349627799,"1","1","1",4.69935809691656,"2"
"109",1.29569253258288,0.077122594447735,0.16621463178745,"-1","-1","1",0.058446067871364,"2"
"110",0.313518655987054,1.10511545600496,0.906084666348438,"1","0","1",5.06008814770794,"2"
"111",0.813753009224722,-0.357536658324416,1.03216366520035,"-1","1","1",-4.73973733956575,"2"
"112",-1.61695999825428,-1.32189195864254,0.602827747849445,"1","-1","1",-0.330813226060716,"2"
"113",1.70477717755846,-0.166501089404769,0.458789235627744,"-1","0","1",-5.06637316910652,"2"
"114",0.127239071936525,-0.287953567476265,-0.450564239430763,"1","1","1",5.42951854574826,"2"
"115",-0.991394237318074,0.394469089115716,0.0642545874939506,"-1","-1","1",4.13074781952764,"2"
"116",0.904622498076301,0.237550305594864,0.135587917827624,"1","0","1",6.2345108026664,"2"
"117",-0.379959916289745,-0.272439284260456,1.29004967962479,"-1","1","1",-0.736747595324419,"2"
"118",0.216568184701521,1.19997101809882,-0.410835250671243,"1","-1","1",0.326370752225095,"2"
"119",-0.0680019906484363,-0.57275887379991,-0.132273568623315,"-1","0","1",-0.116178726314873,"2"
"120",-0.630088990497424,-0.0463463882142253,0.472280555048693,"1","1","1",1.68070976652984,"2"
"121",0.352623137073559,-0.747436929911741,-1.33216191591914,"-1","-1","-1",1.01707167119164,"3"
